Education,PaymentTier,Age,Gender,YearsInCompany,YearsCategory_Intermediate,YearsCategory_Senior
0,3,32,1,8,0,1
0,2,35,0,7,0,1
0,3,34,1,11,0,1
0,3,38,1,6,1,0
0,1,36,0,10,0,1
0,3,34,0,9,0,1
1,3,39,0,9,0,1
1,1,40,0,7,0,1
0,3,38,1,8,0,1
0,3,35,1,9,0,1
0,2,31,1,10,0,1
0,3,41,1,7,0,1
0,3,33,1,6,1,0
0,2,33,1,7,0,1
0,3,31,0,8,0,1
1,3,35,1,11,0,1
0,3,37,0,8,0,1
0,3,31,1,9,0,1
0,3,35,1,12,0,1
0,3,32,1,10,0,1
0,3,32,0,9,0,1
0,3,40,0,7,0,1
0,3,34,1,12,0,1
0,3,37,1,10,0,1
2,3,40,1,9,0,1
0,3,33,1,11,0,1
1,2,41,1,7,0,1
1,1,36,0,7,0,1
0,3,33,1,8,0,1
0,3,31,1,10,0,1
0,2,34,0,11,0,1
0,3,31,1,7,0,1
0,2,36,0,8,0,1
0,2,39,0,9,0,1
0,3,31,1,10,0,1
0,3,40,1,9,0,1
0,3,32,0,9,0,1
0,3,34,1,10,0,1
0,1,39,1,10,0,1
0,2,34,0,6,1,0
0,3,38,1,7,0,1
1,2,33,1,7,0,1
0,3,41,1,10,0,1
1,1,39,1,7,0,1
1,3,39,1,11,0,1
0,3,40,1,12,0,1
0,3,34,1,9,0,1
0,3,32,1,11,0,1
0,3,31,1,9,0,1
0,3,36,1,12,0,1
1,2,35,1,7,0,1
0,3,33,1,7,0,1
0,3,34,1,8,0,1
0,3,39,1,7,0,1
0,3,38,1,6,1,0
0,2,35,0,12,0,1
0,2,40,0,9,0,1
0,3,41,1,7,0,1
0,1,33,0,8,0,1
1,1,40,1,7,0,1
0,3,33,0,6,1,0
0,3,38,1,9,0,1
1,2,32,1,7,0,1
0,3,32,1,10,0,1
0,2,37,0,8,0,1
0,3,40,1,9,0,1
2,3,33,0,6,1,0
1,2,40,1,7,0,1
1,2,35,1,7,0,1
0,3,33,1,8,0,1
0,3,37,1,7,0,1
0,3,38,1,11,0,1
0,3,32,1,6,1,0
0,3,40,0,7,0,1
0,3,33,0,9,0,1
0,3,38,1,8,0,1
0,3,38,0,7,0,1
0,2,31,0,6,1,0
0,3,32,0,10,0,1
0,3,35,1,11,0,1
0,3,35,1,10,0,1
0,3,33,0,12,0,1
0,3,41,0,12,0,1
0,1,31,0,9,0,1
0,3,34,1,8,0,1
1,2,40,0,7,0,1
1,3,32,1,8,0,1
0,2,40,0,10,0,1
0,3,31,1,12,0,1
0,1,34,0,10,0,1
1,3,41,0,11,0,1
1,2,32,1,7,0,1
0,3,41,1,8,0,1
0,3,33,0,11,0,1
0,3,39,0,11,0,1
1,3,40,1,6,1,0
0,3,34,1,7,0,1
0,3,41,1,8,0,1
0,3,37,1,9,0,1
1,3,32,0,7,0,1
0,3,41,1,7,0,1
0,3,34,0,6,1,0
1,3,38,1,7,0,1
0,3,40,0,7,0,1
1,3,35,1,7,0,1
0,3,31,1,9,0,1
0,3,39,1,8,0,1
0,3,39,1,6,1,0
0,3,32,1,6,1,0
0,3,38,1,9,0,1
0,3,35,1,9,0,1
0,1,38,1,11,0,1
0,3,32,1,12,0,1
0,2,37,0,10,0,1
0,3,35,1,9,0,1
0,3,41,0,7,0,1
1,3,36,1,9,0,1
0,3,35,1,7,0,1
1,2,36,1,7,0,1
1,1,34,1,7,0,1
0,3,36,1,9,0,1
0,2,33,1,7,0,1
2,3,35,0,11,0,1
0,2,37,0,9,0,1
0,2,40,0,7,0,1
0,3,32,0,9,0,1
0,3,35,1,9,0,1
0,3,38,1,12,0,1
1,3,36,1,9,0,1
1,3,32,0,10,0,1
0,2,37,0,6,1,0
0,3,35,0,6,1,0
0,1,36,0,9,0,1
0,2,34,0,9,0,1
1,2,35,0,7,0,1
1,2,38,0,7,0,1
0,2,39,0,9,0,1
0,2,32,0,12,0,1
0,3,39,1,9,0,1
0,3,39,1,9,0,1
0,3,32,0,9,0,1
0,2,38,1,7,0,1
0,2,36,0,12,0,1
1,1,37,1,8,0,1
0,3,32,1,7,0,1
1,3,37,1,7,0,1
0,3,33,1,8,0,1
0,3,39,1,8,0,1
1,3,39,1,9,0,1
1,2,33,1,7,0,1
0,3,33,1,12,0,1
0,3,31,1,9,0,1
2,3,31,0,8,0,1
0,3,37,0,9,0,1
0,3,33,1,12,0,1
0,3,31,1,7,0,1
0,3,41,0,7,0,1
1,2,39,1,7,0,1
1,3,32,1,11,0,1
0,3,37,1,8,0,1
0,3,37,1,10,0,1
0,2,34,0,7,0,1
0,2,31,1,7,0,1
0,2,34,0,10,0,1
0,3,37,0,11,0,1
0,1,34,0,9,0,1
0,3,33,1,9,0,1
0,3,37,1,8,0,1
0,1,38,0,12,0,1
0,3,40,1,8,0,1
0,3,33,0,7,0,1
0,3,33,1,8,0,1
1,3,37,1,11,0,1
0,2,36,0,7,0,1
0,3,36,0,12,0,1
0,3,41,1,9,0,1
1,3,40,1,10,0,1
1,2,41,1,7,0,1
0,3,33,1,9,0,1
1,2,37,0,7,0,1
0,2,33,1,7,0,1
1,3,36,1,6,1,0
0,3,40,1,6,1,0
1,3,40,1,6,1,0
0,3,34,1,10,0,1
0,3,39,1,12,0,1
0,2,33,1,7,0,1
0,3,40,1,12,0,1
0,3,38,1,6,1,0
0,3,40,1,8,0,1
0,3,38,0,10,0,1
0,3,34,1,8,0,1
1,3,37,0,8,0,1
0,3,40,0,9,0,1
1,3,37,1,8,0,1
0,2,37,0,8,0,1
0,3,32,1,11,0,1
1,1,35,1,7,0,1
0,1,38,1,8,0,1
0,3,34,0,7,0,1
0,3,32,1,10,0,1
0,2,37,1,7,0,1
0,3,35,1,10,0,1
0,3,40,1,12,0,1
1,3,41,0,11,0,1
0,3,34,0,9,0,1
0,3,34,0,12,0,1
0,2,36,1,11,0,1
1,3,39,0,8,0,1
0,3,41,1,10,0,1
0,3,40,1,9,0,1
0,3,34,0,7,0,1
0,3,40,1,12,0,1
0,3,32,1,11,0,1
0,3,38,1,6,1,0
0,3,40,1,8,0,1
2,3,41,1,11,0,1
0,3,36,0,10,0,1
0,2,33,0,9,0,1
0,3,37,1,8,0,1
0,3,38,1,9,0,1
0,3,32,1,7,0,1
0,3,33,1,7,0,1
0,3,40,0,9,0,1
0,3,35,1,10,0,1
1,3,37,0,8,0,1
0,3,37,1,8,0,1
0,3,36,1,9,0,1
0,3,33,0,7,0,1
0,3,32,1,8,0,1
0,3,35,0,7,0,1
0,2,34,0,10,0,1
1,2,40,1,7,0,1
0,3,37,0,8,0,1
0,1,36,1,9,0,1
0,3,41,0,12,0,1
0,3,36,1,8,0,1
0,3,31,0,7,0,1
0,3,31,1,7,0,1
0,3,33,1,10,0,1
0,3,35,1,7,0,1
2,3,34,1,8,0,1
0,3,39,0,10,0,1
1,3,31,1,9,0,1
0,3,32,0,9,0,1
0,3,33,1,7,0,1
0,3,34,1,10,0,1
1,3,39,1,10,0,1
0,2,41,0,7,0,1
0,2,34,1,7,0,1
0,3,36,0,11,0,1
0,3,37,1,12,0,1
0,3,36,1,8,0,1
0,3,38,0,10,0,1
0,3,38,0,7,0,1
1,3,37,0,8,0,1
0,3,34,1,12,0,1
0,3,31,1,9,0,1
0,2,32,0,9,0,1
1,3,35,1,6,1,0
0,3,31,1,7,0,1
0,1,32,1,9,0,1
0,3,31,0,9,0,1
0,3,37,1,6,1,0
2,3,40,1,6,1,0
0,1,41,1,9,0,1
0,3,34,1,7,0,1
0,3,36,1,10,0,1
0,3,35,1,11,0,1
1,3,38,0,7,0,1
0,3,33,1,7,0,1
0,3,38,0,10,0,1
0,2,40,1,7,0,1
0,3,39,1,11,0,1
0,3,33,0,10,0,1
0,3,38,0,9,0,1
0,3,38,1,11,0,1
0,3,35,1,7,0,1
0,3,38,0,11,0,1
0,3,36,0,6,1,0
2,3,36,1,11,0,1
0,3,41,1,10,0,1
0,3,35,1,10,0,1
0,3,38,1,7,0,1
0,2,41,0,7,0,1
0,1,34,1,12,0,1
0,3,39,0,8,0,1
0,2,39,0,9,0,1
1,3,34,0,12,0,1
0,3,39,1,9,0,1
0,3,31,0,8,0,1
0,3,39,0,8,0,1
0,3,31,0,11,0,1
0,3,36,1,12,0,1
0,3,37,1,7,0,1
0,1,38,0,9,0,1
2,3,41,1,7,0,1
0,3,32,1,6,1,0
0,3,35,1,6,1,0
0,3,35,1,7,0,1
0,3,31,1,9,0,1
0,3,41,1,9,0,1
0,3,33,1,12,0,1
0,2,38,0,12,0,1
1,3,39,0,12,0,1
0,1,36,0,9,0,1
1,2,31,1,7,0,1
1,2,39,0,7,0,1
1,3,41,1,7,0,1
2,3,33,0,6,1,0
0,3,38,1,9,0,1
0,2,31,1,7,0,1
0,3,34,1,10,0,1
0,3,40,1,7,0,1
0,3,36,0,9,0,1
0,2,41,0,7,0,1
0,3,37,1,7,0,1
0,3,33,1,7,0,1
0,3,41,0,7,0,1
0,3,37,0,7,0,1
0,3,38,1,7,0,1
0,3,34,1,9,0,1
0,3,37,0,7,0,1
0,3,34,1,10,0,1
0,3,32,1,12,0,1
1,3,35,0,12,0,1
0,3,36,1,11,0,1
0,3,34,0,9,0,1
0,3,37,0,10,0,1
0,3,40,0,8,0,1
0,3,33,1,10,0,1
0,3,39,0,8,0,1
0,1,34,1,11,0,1
2,3,32,1,11,0,1
0,1,31,0,7,0,1
1,3,41,0,8,0,1
0,3,39,1,8,0,1
0,3,35,1,10,0,1
0,3,38,0,8,0,1
0,3,33,1,8,0,1
0,3,33,1,10,0,1
0,3,35,1,12,0,1
2,3,40,1,11,0,1
0,3,40,0,12,0,1
0,3,39,1,7,0,1
0,3,33,0,7,0,1
0,3,32,0,10,0,1
1,3,40,0,10,0,1
0,2,33,1,7,0,1
1,1,31,0,8,0,1
0,3,35,0,11,0,1
0,3,39,1,10,0,1
1,3,39,0,6,1,0
1,2,38,0,7,0,1
0,3,38,1,12,0,1
1,2,40,0,7,0,1
0,3,38,1,6,1,0
0,3,34,1,11,0,1
0,1,35,1,12,0,1
1,1,41,1,11,0,1
2,2,37,0,10,0,1
0,3,34,1,9,0,1
0,3,35,1,10,0,1
0,1,38,1,11,0,1
0,3,38,0,8,0,1
0,2,41,0,9,0,1
0,3,34,1,6,1,0
0,2,22,1,7,0,1
0,2,26,0,6,1,0
0,3,22,1,12,0,1
0,3,29,1,8,0,1
0,3,36,0,7,0,1
0,3,37,0,10,0,1
0,2,34,0,11,0,1
0,3,34,0,12,0,1
0,3,25,0,12,0,1
0,3,31,1,12,0,1
0,3,36,0,9,0,1
0,3,31,1,8,0,1
0,3,34,1,9,0,1
1,3,28,1,10,0,1
0,1,28,0,12,0,1
0,3,23,1,11,0,1
1,2,31,0,7,0,1
2,3,34,1,6,1,0
0,3,36,0,8,0,1
2,3,40,1,7,0,1
1,3,34,0,12,0,1
0,3,37,1,6,1,0
0,3,38,1,12,0,1
0,2,22,0,7,0,1
0,2,36,0,8,0,1
0,2,35,0,11,0,1
0,3,22,0,12,0,1
0,2,23,1,7,0,1
0,2,32,1,10,0,1
1,3,38,1,7,0,1
0,2,36,0,6,1,0
0,2,39,0,6,1,0
1,3,39,1,6,1,0
1,3,39,0,6,1,0
0,3,36,1,11,0,1
0,3,28,0,7,0,1
0,3,23,1,7,0,1
0,3,22,1,10,0,1
1,1,33,0,10,0,1
0,3,25,0,11,0,1
1,2,23,1,7,0,1
0,3,33,1,10,0,1
1,3,30,1,6,1,0
0,2,31,0,12,0,1
1,3,23,0,6,1,0
0,3,26,0,11,0,1
0,1,30,1,8,0,1
0,3,37,1,12,0,1
0,1,34,1,7,0,1
0,3,38,0,12,0,1
1,2,22,1,11,0,1
0,1,22,0,9,0,1
1,2,33,0,9,0,1
0,3,32,1,9,0,1
1,2,34,0,9,0,1
0,3,36,0,7,0,1
1,3,22,0,11,0,1
0,3,34,0,11,0,1
1,2,23,1,7,0,1
0,3,36,1,12,0,1
2,3,28,1,6,1,0
2,3,28,1,11,0,1
0,3,33,0,8,0,1
0,3,39,1,11,0,1
0,3,25,0,9,0,1
0,3,32,1,10,0,1
0,3,23,0,9,0,1
0,2,24,1,11,0,1
0,3,36,0,12,0,1
0,3,40,1,6,1,0
0,3,38,0,12,0,1
0,3,37,1,12,0,1
0,3,40,1,6,1,0
0,3,32,1,6,1,0
0,3,28,0,12,0,1
0,3,29,1,8,0,1
2,3,35,1,11,0,1
0,1,35,1,12,0,1
0,3,37,1,7,0,1
1,3,40,0,6,1,0
0,3,23,1,6,1,0
2,3,37,1,6,1,0
0,3,23,0,9,0,1
0,3,36,0,7,0,1
0,3,40,0,11,0,1
0,3,35,0,9,0,1
0,3,33,0,10,0,1
0,3,40,0,10,0,1
0,2,34,1,7,0,1
0,3,33,1,11,0,1
0,3,22,0,8,0,1
0,3,38,1,12,0,1
0,3,25,0,11,0,1
0,3,37,1,7,0,1
0,2,40,0,9,0,1
1,1,23,0,9,0,1
0,3,22,1,10,0,1
1,2,34,1,7,0,1
1,3,35,0,7,0,1
0,3,23,1,10,0,1
0,3,32,0,9,0,1
0,3,33,1,7,0,1
2,3,22,1,8,0,1
1,2,39,0,9,0,1
1,3,30,0,6,1,0
0,3,38,0,10,0,1
0,3,36,0,12,0,1
0,2,38,1,12,0,1
0,3,35,0,9,0,1
0,3,23,0,11,0,1
1,2,23,0,7,0,1
0,3,33,1,10,0,1
0,3,38,0,9,0,1
0,3,40,1,9,0,1
0,3,24,0,8,0,1
0,3,35,1,6,1,0
1,3,30,0,11,0,1
0,3,40,1,7,0,1
1,2,27,0,7,0,1
0,3,38,1,8,0,1
0,3,34,0,10,0,1
0,3,38,1,8,0,1
0,1,37,1,10,0,1
0,3,22,1,9,0,1
0,3,29,0,10,0,1
0,1,37,0,10,0,1
0,3,34,0,12,0,1
1,2,35,0,7,0,1
0,3,33,1,6,1,0
0,3,36,0,10,0,1
0,1,35,1,12,0,1
2,3,25,1,12,0,1
1,2,29,1,11,0,1
0,3,36,0,12,0,1
0,2,37,0,7,0,1
0,3,34,1,6,1,0
0,3,23,0,12,0,1
0,3,23,1,7,0,1
0,1,31,0,12,0,1
2,2,39,0,9,0,1
0,3,33,0,8,0,1
0,3,23,1,11,0,1
1,2,34,0,7,0,1
0,2,37,0,9,0,1
0,3,23,1,12,0,1
1,2,26,0,9,0,1
0,3,33,0,8,0,1
0,3,31,1,10,0,1
0,3,33,1,7,0,1
0,3,30,1,9,0,1
0,3,33,0,9,0,1
1,3,33,0,7,0,1
0,3,22,1,8,0,1
0,2,36,0,7,0,1
0,3,31,0,10,0,1
0,2,25,1,11,0,1
0,1,31,1,12,0,1
1,2,39,0,9,0,1
0,2,25,0,7,0,1
0,3,35,0,11,0,1
0,2,28,1,11,0,1
0,3,32,0,12,0,1
1,2,22,1,7,0,1
0,3,36,0,10,0,1
0,3,39,0,10,0,1
1,3,38,1,10,0,1
0,3,33,1,11,0,1
0,3,28,1,6,1,0
1,3,32,1,7,0,1
2,3,33,1,8,0,1
0,3,32,1,10,0,1
0,2,35,0,12,0,1
2,3,40,1,11,0,1
0,2,34,0,7,0,1
0,3,39,0,8,0,1
0,3,29,1,11,0,1
0,2,23,0,9,0,1
0,3,32,1,9,0,1
0,3,28,1,10,0,1
1,2,32,1,11,0,1
0,3,32,0,12,0,1
2,3,30,1,7,0,1
2,3,31,1,9,0,1
0,3,37,0,11,0,1
0,2,22,0,9,0,1
2,1,38,1,9,0,1
0,2,26,0,8,0,1
1,2,31,1,7,0,1
1,3,28,1,10,0,1
2,3,34,0,7,0,1
1,3,31,1,11,0,1
0,3,40,0,11,0,1
0,3,32,0,6,1,0
1,3,31,1,11,0,1
0,3,31,1,10,0,1
0,3,22,1,9,0,1
2,3,38,0,6,1,0
0,3,23,1,9,0,1
0,3,34,1,8,0,1
0,3,37,0,9,0,1
2,3,23,1,11,0,1
0,3,23,1,10,0,1
0,2,28,0,6,1,0
0,3,33,1,10,0,1
0,3,35,0,6,1,0
0,3,30,0,12,0,1
0,3,22,1,9,0,1
0,3,39,1,10,0,1
2,1,38,1,12,0,1
0,3,22,0,10,0,1
0,3,36,0,10,0,1
0,1,32,1,8,0,1
0,2,39,0,7,0,1
0,2,36,1,9,0,1
0,3,34,1,6,1,0
0,3,36,0,6,1,0
2,3,22,0,9,0,1
0,1,28,0,10,0,1
0,1,39,0,10,0,1
0,3,31,1,12,0,1
0,2,33,0,9,0,1
0,2,38,0,7,0,1
0,3,38,1,10,0,1
1,2,33,0,7,0,1
0,3,36,1,6,1,0
0,2,40,0,7,0,1
1,3,31,0,12,0,1
0,3,28,0,7,0,1
0,3,38,1,10,0,1
1,3,31,1,9,0,1
0,2,25,1,9,0,1
0,3,40,1,7,0,1
0,3,32,1,8,0,1
0,3,33,1,9,0,1
0,3,36,1,12,0,1
0,3,30,0,11,0,1
0,3,23,1,12,0,1
1,2,31,0,9,0,1
0,3,22,1,11,0,1
1,2,24,0,7,0,1
0,3,37,0,8,0,1
0,3,22,1,11,0,1
0,3,35,1,12,0,1
0,3,30,0,10,0,1
1,3,36,1,7,0,1
0,3,40,1,8,0,1
0,3,38,1,7,0,1
0,3,31,1,10,0,1
0,3,22,0,10,0,1
0,3,34,1,12,0,1
0,3,31,0,9,0,1
0,3,39,0,12,0,1
1,3,33,0,6,1,0
0,3,33,1,9,0,1
0,3,38,1,12,0,1
0,2,22,0,7,0,1
0,2,32,0,10,0,1
0,3,34,1,10,0,1
0,1,31,0,10,0,1
0,3,23,1,8,0,1
0,2,39,0,11,0,1
0,2,33,0,11,0,1
2,3,24,1,6,1,0
0,3,38,1,7,0,1
0,3,31,1,8,0,1
0,3,32,0,7,0,1
0,2,36,0,9,0,1
0,3,28,1,7,0,1
0,2,31,1,7,0,1
1,2,36,0,7,0,1
0,3,28,1,7,0,1
0,3,39,0,9,0,1
0,3,23,0,11,0,1
1,3,33,0,11,0,1
0,3,39,0,7,0,1
0,3,33,1,8,0,1
0,2,29,0,8,0,1
1,3,24,0,7,0,1
1,2,35,0,11,0,1
0,3,39,1,11,0,1
0,3,36,0,10,0,1
0,2,40,0,7,0,1
0,3,35,0,12,0,1
0,3,33,1,8,0,1
2,3,33,1,6,1,0
0,3,33,1,10,0,1
0,3,35,1,8,0,1
0,3,33,1,11,0,1
0,3,36,0,11,0,1
0,3,39,0,10,0,1
0,3,36,0,12,0,1
0,3,33,1,8,0,1
0,1,33,0,11,0,1
1,2,30,1,7,0,1
1,3,27,1,12,0,1
0,3,33,1,9,0,1
0,2,35,0,8,0,1
0,2,40,0,10,0,1
0,2,40,1,7,0,1
0,3,29,1,10,0,1
0,3,40,1,9,0,1
0,2,39,0,8,0,1
0,2,22,1,7,0,1
2,2,35,0,9,0,1
0,2,25,0,10,0,1
1,1,37,1,7,0,1
1,3,27,0,6,1,0
0,3,35,1,8,0,1
1,3,34,1,7,0,1
0,3,40,0,6,1,0
0,3,39,1,12,0,1
0,1,39,0,11,0,1
0,3,22,1,9,0,1
1,2,33,1,7,0,1
0,3,39,1,10,0,1
0,3,38,0,10,0,1
0,3,36,0,6,1,0
0,2,37,1,11,0,1
0,3,37,0,11,0,1
0,3,34,1,11,0,1
0,3,31,1,6,1,0
1,3,37,1,12,0,1
1,3,34,0,10,0,1
0,3,39,1,9,0,1
0,2,23,0,7,0,1
0,3,35,0,11,0,1
0,2,38,1,11,0,1
1,1,23,1,7,0,1
0,2,37,0,9,0,1
0,3,23,0,11,0,1
0,3,31,1,11,0,1
0,3,24,1,7,0,1
0,3,36,0,12,0,1
0,3,28,1,9,0,1
0,2,30,1,7,0,1
0,2,36,1,11,0,1
0,3,36,1,9,0,1
0,3,22,1,12,0,1
1,3,31,1,7,0,1
2,3,29,1,7,0,1
0,3,37,0,10,0,1
0,3,31,1,9,0,1
0,1,25,0,8,0,1
0,1,23,0,11,0,1
0,3,38,0,9,0,1
0,3,37,0,7,0,1
2,3,30,1,12,0,1
0,3,35,0,12,0,1
2,3,23,1,10,0,1
2,1,32,0,11,0,1
0,3,28,0,9,0,1
0,3,23,0,9,0,1
2,1,34,0,10,0,1
0,1,36,0,10,0,1
0,3,40,1,7,0,1
0,3,23,1,7,0,1
0,1,35,1,9,0,1
1,2,39,0,7,0,1
2,3,31,0,7,0,1
0,3,32,1,10,0,1
0,2,37,0,7,0,1
0,3,24,1,11,0,1
1,3,40,1,7,0,1
0,3,39,1,10,0,1
0,2,33,1,7,0,1
0,3,36,1,8,0,1
0,1,39,1,9,0,1
0,2,23,0,10,0,1
0,1,33,0,10,0,1
0,3,31,1,11,0,1
0,3,36,1,7,0,1
0,3,28,0,11,0,1
0,3,36,0,11,0,1
0,3,30,1,10,0,1
0,3,31,1,6,1,0
0,3,36,1,11,0,1
0,2,31,1,7,0,1
0,2,38,1,9,0,1
1,3,40,0,7,0,1
1,3,38,0,9,0,1
2,3,23,1,10,0,1
0,3,30,1,10,0,1
0,3,25,0,8,0,1
0,3,34,1,11,0,1
1,3,40,0,9,0,1
0,3,39,0,12,0,1
1,3,38,0,7,0,1
0,3,38,1,8,0,1
0,2,38,0,9,0,1
0,1,30,1,7,0,1
2,3,24,1,11,0,1
0,3,37,1,11,0,1
2,3,30,0,12,0,1
0,3,39,0,11,0,1
0,2,35,1,7,0,1
0,3,31,0,6,1,0
0,1,38,0,8,0,1
1,3,37,0,10,0,1
0,3,32,1,6,1,0
0,3,28,1,7,0,1
0,1,33,0,8,0,1
0,3,31,0,11,0,1
0,3,32,0,9,0,1
1,2,31,0,7,0,1
0,3,30,1,8,0,1
1,2,37,1,11,0,1
1,3,27,1,6,1,0
0,3,30,1,12,0,1
